Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Avery Bradley,30,27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.4
Avery Bradley,30,10,1,21.1,3.1,6.6,0.47,1.6,3.8,0.421,1.5,2.8,0.536,0.591,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
Avery Bradley,30,17,5,23,1.9,6.2,0.314,1,3.7,0.27,0.9,2.5,0.381,0.395,0.3,0.4,0.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,1.7,5.2
Alex Caruso,26,58,6,21,2.3,5.3,0.436,0.9,2.4,0.401,1.3,2.9,0.464,0.526,0.8,1.3,0.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,1.9,6.4
Kira Lewis Jr.,19,54,0,16.7,2.4,6.2,0.386,0.7,2.2,0.333,1.7,4,0.415,0.445,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,1.6,6.4
Timothé Luwawu-Cabarrot,25,58,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4
Deni Avdija,20,54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
Tyus Jones,24,70,9,17.5,2.5,5.9,0.431,0.6,2,0.321,1.9,3.9,0.487,0.485,0.6,0.6,0.911,0.3,1.7,2,3.7,0.9,0.1,0.7,0.4,6.3
Frank Mason III,26,4,1,19.8,2.3,6,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3,3,0,0,1.3,1.8,6.3
Chimezie Metu,23,36,6,13.6,2.5,5,0.508,0.4,1,0.351,2.2,3.9,0.549,0.545,0.9,1.2,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,1.6,6.3
Aron Baynes,34,53,31,18.5,2.5,5.7,0.441,0.5,1.9,0.262,2,3.8,0.532,0.485,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,2.2,6.1
Facundo Campazzo,29,65,19,21.9,1.8,4.8,0.381,1.2,3.3,0.352,0.7,1.5,0.444,0.502,1.2,1.4,0.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2,6.1
Robert Franks,24,7,0,14.4,1.9,4,0.464,0.7,2.1,0.333,1.1,1.9,0.615,0.554,1.7,1.9,0.923,0.9,1.1,2,0.7,0.4,0.4,0.3,1.1,6.1
Jaylen Hoard,21,19,0,16.8,2.3,4.6,0.5,0,0.6,0,2.3,4.1,0.571,0.5,1.5,2.2,0.683,1.1,2.3,3.4,1.3,0.7,0.3,0.9,1,6.1
Max Strus,24,39,0,13,2.2,4.8,0.455,1.3,3.8,0.338,0.9,1,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1
Dakota Mathias,25,8,2,15.4,2.4,6,0.396,1,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6
Dean Wade,24,63,19,19.2,2.1,4.9,0.431,1.2,3.4,0.366,0.9,1.6,0.571,0.556,0.5,0.6,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2,6
Dwight Powell,29,58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.238,2,3,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4,1.1,0.6,0.5,0.7,2.3,5.9
Drew Eubanks,23,54,3,14,2.1,3.8,0.566,0,0,1,2.1,3.8,0.562,0.571,1.4,2,0.726,1.4,3.1,4.5,0.8,0.3,0.9,0.8,1.6,5.8
DeAndre' Bembry,26,51,12,19.1,2.3,4.5,0.513,0.3,1,0.264,2,3.4,0.589,0.544,0.9,1.3,0.682,0.6,2.2,2.9,2.1,1,0.4,1.4,1.7,5.7
Rodney McGruder,29,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1,0.5,0.1,0.4,0.8,5.7
Jordan Nwora,22,30,2,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2,0.2,0.5,0.2,0.8,0.7,5.7
Juan Toscano-Anderson,27,53,16,20.9,2.3,3.9,0.579,0.7,1.7,0.402,1.6,2.2,0.718,0.667,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1,5.7
Yogi Ferrell,27,10,0,13.6,2,5.7,0.351,0.9,2.8,0.321,1.1,2.9,0.379,0.43,0.7,0.9,0.778,0.5,1.4,1.9,2.2,0.7,0.3,0.3,1.1,5.6
Yogi Ferrell,27,2,0,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0.452,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5
Yogi Ferrell,27,8,0,12,1.5,4.5,0.333,0.8,2.4,0.316,0.8,2.1,0.353,0.417,0.9,0.9,1,0.3,1.3,1.5,2.1,0.5,0.3,0,0.9,4.6
Freddie Gillespie,23,20,2,19.6,2.2,4.2,0.524,0,0,,2.2,4.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.5,0.7,1,0.6,2.2,5.6
Donta Hall,23,13,0,13.8,1.9,2.7,0.714,0,0,,1.9,2.7,0.714,0.714,1.8,2.6,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,1.4,5.6
Saben Lee,21,48,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2,3.6,0.7,0.3,1.1,1.6,5.6
Mychal Mulder,26,60,6,12.8,2,4.4,0.449,1.4,3.6,0.397,0.6,0.9,0.667,0.609,0.2,0.4,0.636,0.1,0.9,1,0.4,0.2,0.2,0.3,0.9,5.6
Torrey Craig,30,50,8,16.1,2.2,4.5,0.48,0.8,2.1,0.368,1.4,2.4,0.579,0.566,0.3,0.4,0.773,1.1,2.8,3.9,1,0.6,0.5,0.5,1.7,5.5
Torrey Craig,30,18,0,11.2,1,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.478,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
Torrey Craig,30,32,8,18.8,2.8,5.7,0.503,1,2.6,0.369,1.9,3,0.619,0.588,0.5,0.6,0.8,1.4,3.4,4.8,1,0.6,0.6,0.6,1.8,7.2
Brad Wanamaker,31,61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5
Brad Wanamaker,31,39,0,16,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7
Brad Wanamaker,31,22,0,19.5,2.5,5.7,0.429,0.1,1.1,0.125,2.3,4.6,0.5,0.44,1.8,2,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9
Jabari Parker,25,13,0,12.7,2.3,4.2,0.545,0.2,0.8,0.182,2.2,3.4,0.636,0.564,0.8,1,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1,5.5
Jabari Parker,25,3,0,9,1.3,2.3,0.571,0,0.3,0,1.3,2,0.667,0.571,0,0,,0.3,1.7,2,0.3,0,0.3,1,1.3,2.7
Jabari Parker,25,10,0,13.8,2.6,4.8,0.542,0.2,1,0.2,2.4,3.8,0.632,0.563,1,1.3,0.769,0.9,2.7,3.6,1,0.1,0.4,0.7,0.9,6.4
Anthony Lamb,23,24,3,17.3,1.9,4.9,0.39,1,3,0.324,1,2,0.489,0.487,0.8,0.9,0.857,1.1,1.8,2.9,1,0.3,0.2,0.8,1.4,5.5
Garrison Mathews,24,64,24,16.2,1.5,3.7,0.409,1.2,3.1,0.384,0.3,0.6,0.538,0.57,1.3,1.5,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,1.7,5.5
Devin Vassell,20,62,7,17,2,4.9,0.406,0.8,2.4,0.347,1.1,2.5,0.464,0.492,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4,5.5
Rajon Rondo,34,45,3,17.1,2.1,4.8,0.442,0.8,2,0.404,1.3,2.8,0.468,0.526,0.4,0.4,0.941,0.4,2,2.4,4.4,0.8,0.1,1.8,1.2,5.4
Rajon Rondo,34,27,2,14.9,1.6,4.1,0.4,0.6,1.7,0.378,1,2.4,0.415,0.477,0,0.1,0.5,0.1,1.9,2,3.5,0.7,0.1,1.4,0.9,3.9
Rajon Rondo,34,18,1,20.4,2.8,5.8,0.486,1.1,2.4,0.432,1.8,3.4,0.525,0.576,0.8,0.8,1,0.8,2.3,3.1,5.8,1,0.1,2.2,1.6,7.6
Derrick Favors,29,68,0,15.3,2.3,3.6,0.638,0,0,0,2.3,3.5,0.643,0.638,0.9,1.2,0.738,2,3.5,5.5,0.6,0.5,1,0.5,2.1,5.4
Taj Gibson,35,45,3,20.8,2.2,3.5,0.627,0.1,0.3,0.2,2.1,3.2,0.671,0.636,0.9,1.2,0.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,2.2,5.4
Tyler Johnson,28,39,3,17.5,1.8,4.7,0.393,1.2,3.4,0.364,0.6,1.3,0.471,0.525,0.5,0.5,0.857,0.2,1.8,2,1.2,0.4,0,0.4,1.1,5.4
Jahlil Okafor,25,27,2,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.656,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4
Josh Okogie,22,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4
Justin Patton,23,13,6,19,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4
Jarred Vanderbilt,21,64,30,17.8,2.2,3.7,0.606,0,0.1,0.2,2.2,3.6,0.615,0.608,0.9,1.6,0.559,1.8,3.9,5.8,1.2,1,0.7,0.8,1.9,5.4
Mason Jones,22,32,1,10.4,1.6,3.8,0.423,0.8,2.1,0.364,0.9,1.8,0.491,0.52,1.3,2,0.625,0.2,1.5,1.7,1.3,0.2,0,0.9,0.8,5.3
Mason Jones,22,26,1,11.8,1.8,4.4,0.412,0.9,2.5,0.359,0.9,1.9,0.48,0.513,1.3,2.2,0.614,0.2,1.8,2,1.5,0.2,0,1.1,0.8,5.8
Mason Jones,22,6,0,4.5,0.8,1.5,0.556,0.2,0.3,0.5,0.7,1.2,0.571,0.611,0.8,1.2,0.714,0.5,0.2,0.7,0.5,0.2,0,0.2,0.3,2.7
Willie Cauley-Stein,27,53,16,17.1,2.2,3.4,0.632,0,0.2,0.091,2.2,3.2,0.667,0.635,0.9,1.5,0.628,1.2,3.2,4.5,0.7,0.4,0.8,0.5,2.4,5.3
Jarrett Culver,21,34,7,14.7,2,4.9,0.411,0.4,1.6,0.245,1.6,3.4,0.487,0.449,0.9,1.4,0.604,1,2.1,3.1,0.7,0.5,0.3,0.8,1.7,5.3
Glenn Robinson III,27,23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,1,5.3
Tony Snell,29,47,23,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1,0.4,2,2.4,1.3,0.3,0.2,0.4,1.6,5.3
Maurice Harkless,27,37,23,20.9,1.9,4.5,0.418,0.6,2.3,0.274,1.2,2.2,0.568,0.488,0.9,1.2,0.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,2.3,5.2
Maurice Harkless,27,11,3,11.3,0.5,1.2,0.385,0.5,1,0.455,0,0.2,0,0.577,0,0.2,0,0.2,1,1.2,0.6,0.2,0.4,0.3,1.3,1.4
Maurice Harkless,27,26,20,24.9,2.5,5.8,0.421,0.7,2.8,0.247,1.8,3,0.582,0.48,1.3,1.6,0.805,0.4,2.5,2.9,1.4,1.1,0.6,0.7,2.8,6.9
D.J. Wilson,24,35,1,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2
D.J. Wilson,24,12,0,8.8,1.3,3.6,0.372,0.8,2.3,0.357,0.5,1.3,0.4,0.488,0.1,0.2,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1,3.6
D.J. Wilson,24,23,1,14.3,2.3,5.4,0.416,0.9,2.6,0.339,1.4,2.9,0.485,0.496,0.7,1,0.696,0.7,3,3.8,0.9,0.4,0.5,0.8,1.3,6.1
Alize Johnson,24,18,0,10.5,2.2,3.8,0.588,0.1,0.3,0.167,2.2,3.4,0.629,0.596,0.7,0.7,1,1.5,3.5,5,0.8,0.3,0.3,0.5,0.9,5.2
Patrick Patterson,31,38,5,15.3,1.9,4.3,0.436,1.1,2.9,0.357,0.8,1.4,0.604,0.558,0.3,0.4,0.765,0.5,1.5,2,0.8,0.4,0.2,0.3,1.2,5.2
Dylan Windler,24,31,0,16.5,1.8,4.2,0.438,0.8,2.5,0.338,1,1.7,0.585,0.538,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1,1.2,5.2
Isaiah Hartenstein,22,46,2,12.2,2,3.7,0.55,0,0.1,0.333,2,3.6,0.558,0.556,1,1.5,0.648,1.4,2.5,3.9,1.2,0.4,0.8,1,2.3,5.1
Isaiah Hartenstein,22,30,0,9.1,1.4,2.7,0.513,0,0,,1.4,2.7,0.513,0.513,0.7,1.2,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2,3.5
Isaiah Hartenstein,22,16,2,17.9,3.3,5.7,0.582,0.1,0.4,0.333,3.2,5.3,0.6,0.593,1.5,2.2,0.686,1.6,4.4,6,2.5,0.5,1.2,1.4,2.8,8.3
Goga Bitadze,21,45,3,12.5,1.8,4.3,0.428,0.4,1.8,0.253,1.4,2.6,0.548,0.479,1,1.4,0.738,1.3,2,3.3,0.8,0.2,1.3,0.4,2.1,5.1
Sekou Doumbouya,20,56,11,15.5,1.9,5,0.379,0.5,2.1,0.226,1.4,3,0.485,0.426,0.8,1.1,0.703,0.7,1.9,2.6,0.8,0.4,0.2,0.8,1.7,5.1
Jake Layman,26,45,11,13.9,2,4.1,0.495,0.5,1.7,0.295,1.5,2.4,0.642,0.557,0.6,0.8,0.703,0.3,1.2,1.5,0.6,0.6,0.4,0.6,1,5.1
Nerlens Noel,26,64,41,24.2,2.1,3.5,0.614,0,0,0,2.1,3.4,0.623,0.614,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1,2.8,5.1
Precious Achiuwa,21,61,4,12.1,2,3.7,0.544,0,0,0,2,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5
Bismack Biyombo,28,66,36,20.4,2.2,3.7,0.587,0,0,0,2.2,3.7,0.589,0.587,0.7,1.6,0.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1,5
Marc Gasol,36,52,42,19.1,1.7,3.7,0.454,1,2.3,0.41,0.7,1.4,0.528,0.582,0.7,1,0.72,0.7,3.4,4.1,2.1,0.5,1.1,1,2.2,5
Trey Lyles,25,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,0.6,5
Caleb Martin,25,53,3,15.4,1.8,4.8,0.375,0.6,2.4,0.248,1.2,2.5,0.496,0.436,0.8,1.2,0.641,0.6,2.1,2.7,1.3,0.7,0.2,0.6,1.2,5
Jordan McLaughlin,24,51,2,18.4,2,4.7,0.413,0.6,1.8,0.359,1.3,2.9,0.447,0.481,0.5,0.6,0.767,0.4,1.7,2.1,3.8,1,0.1,1,0.9,5
Tyler Cook,23,32,1,13.7,2.2,3.2,0.67,0,0.1,0.5,2.1,3.2,0.673,0.675,0.5,1.1,0.486,0.9,2.1,3,0.5,0.3,0.1,0.7,1.1,4.9
Tyler Cook,23,4,0,4.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0.3,0.3,0.5,0.5,0,0,0.3,0.5,0.5
Tyler Cook,23,28,1,15,2.4,3.6,0.68,0,0.1,0.5,2.4,3.5,0.684,0.685,0.6,1.3,0.486,1,2.4,3.3,0.5,0.3,0.1,0.7,1.2,5.5
Brandon Goodwin,25,47,5,13.2,1.8,4.7,0.377,0.7,2.2,0.311,1.1,2.6,0.433,0.448,0.6,0.9,0.651,0.2,1.3,1.5,2,0.4,0,0.8,0.9,4.9
E'Twaun Moore,31,27,1,14.4,2,4.5,0.455,0.4,1.3,0.314,1.6,3.2,0.512,0.5,0.4,0.5,0.857,0.5,1.1,1.7,1.5,0.6,0.2,0.9,1.2,4.9
Jerome Robinson,23,17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2,2.2,1.5,0.7,0.4,1.1,1.8,4.9
Langston Galloway,29,40,0,11,1.7,3.7,0.449,0.9,2.1,0.424,0.8,1.6,0.484,0.571,0.6,0.6,0.957,0.2,0.9,1.1,0.7,0.2,0,0.3,0.6,4.8
Wesley Matthews,34,58,10,19.5,1.5,4.3,0.353,1.1,3.4,0.335,0.4,0.9,0.418,0.484,0.6,0.7,0.854,0.3,1.3,1.6,0.9,0.7,0.3,0.4,1.4,4.8
Gabe Vincent,24,50,7,13.1,1.8,4.7,0.378,0.9,3,0.309,0.8,1.7,0.5,0.476,0.4,0.5,0.87,0.2,0.9,1.1,1.3,0.4,0,0.7,1.6,4.8
Damian Jones,25,39,10,14,1.8,2.6,0.68,0,0.1,0.2,1.8,2.5,0.704,0.684,1.1,1.5,0.724,0.9,2.2,3.1,0.7,0.3,0.7,0.7,2,4.7
Damian Jones,25,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.5,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6
Damian Jones,25,8,6,14,2,2.1,0.941,0,0,,2,2.1,0.941,0.941,1.4,1.5,0.917,1,2.3,3.3,0.1,0.1,0.9,0.6,2.8,5.4
Damian Jones,25,17,4,20.1,2.7,4.1,0.657,0.1,0.2,0.25,2.6,3.9,0.682,0.664,1.5,2.1,0.714,1.2,3.3,4.5,1.4,0.5,1,0.9,2.1,6.9
Troy Brown Jr.,21,34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7
Troy Brown Jr.,21,21,0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
Troy Brown Jr.,21,13,0,18.2,2.2,4.2,0.527,0.6,1.8,0.333,1.6,2.4,0.677,0.6,0.4,0.5,0.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5
Boban Marjanović,32,33,3,8.2,1.9,3.7,0.508,0,0.2,0.125,1.8,3.5,0.535,0.512,0.9,1.2,0.816,1.4,2.5,3.9,0.3,0.1,0.2,0.4,0.9,4.7
Aaron Nesmith,21,46,1,14.5,1.7,3.9,0.438,0.9,2.3,0.37,0.8,1.5,0.543,0.551,0.5,0.6,0.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7
Grant Williams,22,63,9,18.1,1.7,3.9,0.437,0.8,2,0.372,1,1.9,0.508,0.534,0.5,0.8,0.588,0.8,2.1,2.8,1,0.5,0.4,0.9,2.6,4.7
Nassir Little,20,48,2,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1,1.8,0.575,0.551,0.8,0.9,0.8,0.7,2,2.7,0.5,0.1,0.3,0.4,1.1,4.6
Semi Ojeleye,26,56,15,17,1.6,3.9,0.403,1,2.8,0.367,0.6,1.1,0.492,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0,0.4,1,4.6
Onyeka Okongwu,20,50,4,12,1.9,3,0.644,0,0.1,0,1.9,2.9,0.658,0.644,0.7,1.1,0.632,1.2,2,3.3,0.4,0.5,0.7,0.6,2,4.6
JaKarr Sampson,27,29,4,10.9,1.9,3.9,0.496,0.1,0.5,0.2,1.8,3.4,0.541,0.509,0.7,1,0.655,0.9,1.7,2.7,0.1,0.1,0.5,0.5,1.8,4.6
Rodney Hood,28,55,5,17.1,1.7,4.7,0.362,0.6,2.1,0.301,1.1,2.7,0.408,0.427,0.4,0.5,0.857,0.4,1.5,1.9,1,0.4,0.1,0.7,1.3,4.5
Rodney Hood,28,38,5,19.1,1.9,5.3,0.363,0.7,2.2,0.298,1.3,3.1,0.41,0.425,0.2,0.3,0.75,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7
Rodney Hood,28,17,0,12.7,1.2,3.5,0.356,0.5,1.7,0.31,0.7,1.8,0.4,0.432,0.9,0.9,0.938,0.3,1.5,1.8,0.4,0.2,0.2,0.3,0.9,3.9
Solomon Hill,29,71,16,21.3,1.5,4.2,0.359,1,3,0.321,0.5,1.2,0.453,0.473,0.5,0.6,0.761,0.6,2.4,3,1.1,0.7,0.2,0.6,1.6,4.5
Kelan Martin,25,35,0,9.2,1.8,3.9,0.449,0.7,1.7,0.4,1.1,2.2,0.487,0.536,0.3,0.3,0.9,0.5,1.7,2.2,0.5,0.3,0.3,0.5,1,4.5
Al-Farouq Aminu,30,23,14,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.424,0.8,1,0.818,1,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4
Al-Farouq Aminu,30,17,14,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1,0.824,1.2,4.2,5.4,1.7,1,0.5,1.5,1.3,5.5
Al-Farouq Aminu,30,6,0,11.2,0.3,1.7,0.2,0.2,1,0.167,0.2,0.7,0.25,0.25,0.7,0.8,0.8,0.3,2.8,3.2,0.3,0.3,0,0.5,1.2,1.5
Charlie Brown Jr.,23,9,1,16.9,1.4,4.8,0.302,0.6,2.3,0.238,0.9,2.4,0.364,0.36,1,1.1,0.9,0.3,1.6,1.9,1,0.4,0.2,0.7,2.1,4.4
Andre Iguodala,37,63,5,21.3,1.5,3.9,0.383,1,2.9,0.33,0.6,1,0.53,0.504,0.4,0.6,0.658,0.6,2.9,3.5,2.3,0.9,0.6,1.1,1.4,4.4
Stanley Johnson,24,61,13,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,1.6,0.458,0.479,0.7,0.9,0.8,0.5,2,2.5,1.5,0.9,0.3,0.9,1.9,4.4
Yuta Watanabe,26,50,4,14.5,1.6,3.6,0.439,0.7,1.8,0.4,0.9,1.8,0.478,0.539,0.5,0.6,0.828,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.1,4.4
Chandler Hutchison,24,25,1,13.8,1.6,4.1,0.379,0.3,0.9,0.364,1.2,3.2,0.383,0.417,0.8,1,0.84,0.2,2.9,3.1,0.7,0.5,0.2,0.8,1.3,4.3
Chandler Hutchison,24,7,0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1,0.1,2.7,2.9,0.6,0.1,0,0.7,1.3,1.9
Chandler Hutchison,24,18,1,15.7,1.9,4.7,0.4,0.4,1.1,0.368,1.5,3.7,0.409,0.441,1.1,1.3,0.826,0.3,2.9,3.2,0.7,0.6,0.3,0.8,1.3,5.2
Devin Cannady,24,8,0,9.3,1.4,3.5,0.393,0.8,2,0.375,0.6,1.5,0.417,0.5,0.8,0.9,0.857,0,0.6,0.6,0.1,0.6,0.1,0.3,1.1,4.3
John Konchar,24,43,0,13.4,1.6,3.2,0.5,0.5,1.3,0.375,1.1,1.9,0.585,0.576,0.6,0.7,0.833,0.8,2.2,3,1.1,0.7,0.2,0.4,0.9,4.3
Mike Scott,32,51,12,16.7,1.5,4.1,0.36,1,3,0.342,0.5,1.1,0.411,0.486,0.2,0.2,0.667,0.2,2.1,2.4,0.8,0.5,0.3,0.4,1.4,4.2
DaQuan Jeffries,23,31,5,15.9,1.6,3.9,0.417,0.6,2.2,0.299,1,1.7,0.566,0.5,0.2,0.3,0.875,0.6,1.7,2.3,0.7,0.5,0.3,0.5,1.5,4.1
DaQuan Jeffries,23,18,2,12.9,1.3,3.2,0.421,0.5,1.6,0.321,0.8,1.6,0.517,0.5,0.3,0.4,0.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.3,3.5
DaQuan Jeffries,23,13,3,20.1,2,4.8,0.413,0.8,3,0.282,1.2,1.8,0.625,0.5,0.1,0.1,1,0.8,2.5,3.2,1.2,0.6,0.5,0.5,1.9,4.9
Jevon Carter,25,60,1,12,1.6,3.7,0.422,0.9,2.5,0.371,0.6,1.2,0.528,0.547,0.1,0.1,0.571,0.3,1.3,1.5,1.2,0.5,0.2,0.3,0.9,4.1
Josh Hall,20,21,1,16,1.4,4.7,0.303,0.2,1.8,0.108,1.2,3,0.419,0.323,1,2.1,0.5,0.3,2.5,2.8,1.3,0.2,0,1.2,1.8,4.1
Kevon Looney,24,61,34,19,1.8,3.2,0.548,0.1,0.3,0.235,1.7,3,0.578,0.558,0.5,0.8,0.646,1.9,3.4,5.3,2,0.3,0.4,0.6,2.2,4.1
Nico Mannion,19,30,1,12.1,1.3,3.8,0.342,0.7,2,0.367,0.6,1.8,0.315,0.439,0.8,0.9,0.821,0.2,1.3,1.5,2.3,0.5,0,1,1,4.1
Darius Miller,30,18,0,10.9,1.2,2.7,0.458,0.9,2.3,0.405,0.3,0.3,0.833,0.635,0.7,0.7,1,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1
Lamar Stevens,23,40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,1.5,2.8,0.523,0.471,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1
Obi Toppin,22,62,0,11,1.7,3.4,0.498,0.4,1.4,0.306,1.3,2,0.629,0.56,0.3,0.4,0.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1
Paul Watson,26,27,2,11,1.4,3,0.463,1.1,2.4,0.469,0.3,0.7,0.444,0.646,0.2,0.3,0.625,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3,4.1
Jordan Bone,23,14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4
Chris Chiozza,25,22,1,10.5,1.4,4,0.352,0.6,1.9,0.31,0.8,2.1,0.391,0.426,0.6,0.8,0.765,0.1,1,1.1,3,0.3,0.3,0.7,0.9,4
